PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=210)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=211)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=212)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=213)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=214)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=215)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=216)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=217)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=218)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=219)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=220)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=221)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=222)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=223)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=224)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=225)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=226)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=227)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=228)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=229)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=230)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=231)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=232)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=233)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=234)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=235)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=236)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=237)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=238)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=239)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=240)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=241)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=242)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=243)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=244)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=245)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=246)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=247)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=248)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=249)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=250)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=251)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=4,internalId=252)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=5,internalId=253)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=0,internalId=254)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=1,internalId=255)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=2,internalId=256)
PokemonData(name=Bisasam,pokedexId=1,generation=1,encounterNeeded=111,huntMethod=Hatch,tabIndex=3,internalId=257)
